Coordenada X (m);Coordenada Y (m);Processo N.º;Parque Eólico;Sub-Parque;Licenciamento;Concelho;Distrito;NUT II;Inspire ID;Thematic ID;x;y
"79 147,73";"81 755,97";1180;RAIA; ;Licenciado;Sabugal;Guarda;Centro;IDDGEG_CE_2500;IDDGEG_InfraestruturasEnergeticas;"79 147,733";"81 755,966"
"79 188,48";"82 038,74";1180;RAIA; ;Licenciado;Sabugal;Guarda;Centro;IDDGEG_CE_2501;IDDGEG_InfraestruturasEnergeticas;"79 188,478";"82 038,741"
"78 775,15";"82 309,32";1180;RAIA; ;Licenciado;Sabugal;Guarda;Centro;IDDGEG_CE_2502;IDDGEG_InfraestruturasEnergeticas;"78 775,15";"82 309,316"
"79 820,49";"81 976,6";1180;RAIA; ;Licenciado;Sabugal;Guarda;Centro;IDDGEG_CE_2503;IDDGEG_InfraestruturasEnergeticas;"79 820,495";"81 976,602"
"77 723,25";"77 443,28";1180;RAIA; ;Licenciado;Sabugal;Guarda;Centro;IDDGEG_CE_2504;IDDGEG_InfraestruturasEnergeticas;"77 723,254";"77 443,284"
"77 470,73";"77 560,33";1180;RAIA; ;Licenciado;Sabugal;Guarda;Centro;IDDGEG_CE_2505;IDDGEG_InfraestruturasEnergeticas;"77 470,73";"77 560,331"
"77 181,05";"77 570,28";1180;RAIA; ;Licenciado;Sabugal;Guarda;Centro;IDDGEG_CE_2506;IDDGEG_InfraestruturasEnergeticas;"77 181,054";"77 570,285"
"78 086,74";"78 078,83";1180;RAIA; ;Licenciado;Sabugal;Guarda;Centro;IDDGEG_CE_2507;IDDGEG_InfraestruturasEnergeticas;"78 086,738";"78 078,828"
"80 831,96";"81 894,72";1180;RAIA; ;Licenciado;Sabugal;Guarda;Centro;IDDGEG_CE_2508;IDDGEG_InfraestruturasEnergeticas;"80 831,96";"81 894,722"
"81 114,52";"81 845,59";1180;RAIA; ;Licenciado;Sabugal;Guarda;Centro;IDDGEG_CE_2509;IDDGEG_InfraestruturasEnergeticas;"81 114,515";"81 845,587"
"80 721,41";"81 341,9";1180;RAIA; ;Licenciado;Sabugal;Guarda;Centro;IDDGEG_CE_2510;IDDGEG_InfraestruturasEnergeticas;"80 721,405";"81 341,896"
"81 450,31";"81 595,8";1180;RAIA; ;Licenciado;Sabugal;Guarda;Centro;IDDGEG_CE_2511;IDDGEG_InfraestruturasEnergeticas;"81 450,309";"81 595,799"
"80 899,27";"75 821,12";1180;RAIA;São Cornélio;Licenciado;Sabugal;Guarda;Centro;IDDGEG_CE_2512;IDDGEG_InfraestruturasEnergeticas;"80 899,273";"75 821,116"
"79 894,04";"75 499,46";1180;RAIA;São Cornélio;Licenciado;Sabugal;Guarda;Centro;IDDGEG_CE_2513;IDDGEG_InfraestruturasEnergeticas;"79 894,04";"75 499,456"
"80 133,5";"75 443,11";1180;RAIA;São Cornélio;Licenciado;Sabugal;Guarda;Centro;IDDGEG_CE_2514;IDDGEG_InfraestruturasEnergeticas;"80 133,495";"75 443,107"
"80 416,98";"75 386,67";1180;RAIA;São Cornélio;Licenciado;Sabugal;Guarda;Centro;IDDGEG_CE_2515;IDDGEG_InfraestruturasEnergeticas;"80 416,976";"75 386,67"
"81 092,95";"76 388,68";1180;RAIA;São Cornélio;Licenciado;Sabugal;Guarda;Centro;IDDGEG_CE_2516;IDDGEG_InfraestruturasEnergeticas;"81 092,952";"76 388,676"
"81 578,24";"78 431,67";1180;RAIA;São Cornélio;Licenciado;Sabugal;Guarda;Centro;IDDGEG_CE_2517;IDDGEG_InfraestruturasEnergeticas;"81 578,243";"78 431,672"
"82 134";"78 242,62";1180;RAIA;São Cornélio;Licenciado;Sabugal;Guarda;Centro;IDDGEG_CE_2518;IDDGEG_InfraestruturasEnergeticas;"82 133,996";"78 242,619"
"83 238,85";"78 465,25";1180;RAIA;São Cornélio;Licenciado;Sabugal;Guarda;Centro;IDDGEG_CE_2519;IDDGEG_InfraestruturasEnergeticas;"83 238,852";"78 465,251"
"82 518,09";"77 997,97";1180;RAIA;São Cornélio;Licenciado;Sabugal;Guarda;Centro;IDDGEG_CE_2520;IDDGEG_InfraestruturasEnergeticas;"82 518,092";"77 997,975"
"82 269,93";"77 099,17";1180;RAIA;São Cornélio;Licenciado;Sabugal;Guarda;Centro;IDDGEG_CE_2521;IDDGEG_InfraestruturasEnergeticas;"82 269,931";"77 099,167"
"81 008,74";"76 846,07";1180;RAIA;São Cornélio;Licenciado;Sabugal;Guarda;Centro;IDDGEG_CE_2522;IDDGEG_InfraestruturasEnergeticas;"81 008,745";"76 846,073"
"81 277,31";"76 213,23";1180;RAIA;São Cornélio;Licenciado;Sabugal;Guarda;Centro;IDDGEG_CE_2523;IDDGEG_InfraestruturasEnergeticas;"81 277,311";"76 213,229"
"82 305,89";"75 785,87";1180;RAIA;São Cornélio;Licenciado;Sabugal;Guarda;Centro;IDDGEG_CE_2524;IDDGEG_InfraestruturasEnergeticas;"82 305,887";"75 785,867"
"79 681,23";"75 054,09";1180;RAIA;São Cornélio;Licenciado;Sabugal;Guarda;Centro;IDDGEG_CE_2525;IDDGEG_InfraestruturasEnergeticas;"79 681,225";"75 054,087"
"81 229,38";"75 816,74";1180;RAIA;São Cornélio;Licenciado;Sabugal;Guarda;Centro;IDDGEG_CE_2526;IDDGEG_InfraestruturasEnergeticas;"81 229,381";"75 816,741"
"81 842,33";"75 877,17";1180;RAIA;São Cornélio;Licenciado;Sabugal;Guarda;Centro;IDDGEG_CE_2527;IDDGEG_InfraestruturasEnergeticas;"81 842,333";"75 877,175"
"81 873,61";"75 460,63";1180;RAIA; ;Licenciado;Sabugal;Guarda;Centro;IDDGEG_CE_2528;IDDGEG_InfraestruturasEnergeticas;"81 873,606";"75 460,632"
"81 695,52";"78 235,83";1180;RAIA; ;Em licenciamento;Sabugal;Guarda;Centro;IDDGEG_CE_2529;IDDGEG_InfraestruturasEnergeticas;"81 695,522";"78 235,834"
"82 841,39";"77 876,11";1180;RAIA; ;Em licenciamento;Sabugal;Guarda;Centro;IDDGEG_CE_2530;IDDGEG_InfraestruturasEnergeticas;"82 841,395";"77 876,107"
"-40 351,55";"99 924,68";1505;RIABLADES;;Licenciado;Vagos;Aveiro;Centro;IDDGEG_CE_3462;IDDGEG_InfraestruturasEnergeticas;"-40 351,55";"99 924,68"
"105 107,3";"72 906,79";756;SERRA ALTA; ;Licenciado;Sabugal;Guarda;Centro;IDDGEG_CE_1168;IDDGEG_InfraestruturasEnergeticas;"105 107,3";"72 906,785"
"36 904,98";"66 256,94";698;SERRA DE ALVOAÇA; ;Licenciado;Seia;Guarda;Centro;IDDGEG_CE_1214;IDDGEG_InfraestruturasEnergeticas;"36 904,984";"66 256,936"
"36 038,49";"65 893,17";698;SERRA DE ALVOAÇA; ;Licenciado;Covilhã;Castelo Branco;Centro;IDDGEG_CE_63;IDDGEG_InfraestruturasEnergeticas;"36 038,488";"65 893,167"
"37 746,59";"66 644,8";698;SERRA DE ALVOAÇA; ;Licenciado;Covilhã;Castelo Branco;Centro;IDDGEG_CE_1218;IDDGEG_InfraestruturasEnergeticas;"37 746,591";"66 644,804"
"37 563,57";"66 552,05";698;SERRA DE ALVOAÇA; ;Licenciado;Covilhã;Castelo Branco;Centro;IDDGEG_CE_1217;IDDGEG_InfraestruturasEnergeticas;"37 563,566";"66 552,045"
"36 675,68";"66 176,17";698;SERRA DE ALVOAÇA; ;Licenciado;Covilhã;Castelo Branco;Centro;IDDGEG_CE_1213;IDDGEG_InfraestruturasEnergeticas;"36 675,685";"66 176,167"
"37 101,94";"66 316,53";698;SERRA DE ALVOAÇA; ;Licenciado;Covilhã;Castelo Branco;Centro;IDDGEG_CE_1215;IDDGEG_InfraestruturasEnergeticas;"37 101,942";"66 316,534"
"36 244,47";"66 001,76";698;SERRA DE ALVOAÇA; ;Licenciado;Covilhã;Castelo Branco;Centro;IDDGEG_CE_1211;IDDGEG_InfraestruturasEnergeticas;"36 244,47";"66 001,755"
"35 909,43";"65 711,88";698;SERRA DE ALVOAÇA; ;Licenciado;Covilhã;Castelo Branco;Centro;IDDGEG_CE_1833;IDDGEG_InfraestruturasEnergeticas;"35 909,427";"65 711,879"
"37 326,06";"66 414,35";698;SERRA DE ALVOAÇA; ;Licenciado;Covilhã;Castelo Branco;Centro;IDDGEG_CE_1216;IDDGEG_InfraestruturasEnergeticas;"37 326,062";"66 414,348"
"36 432,44";"66 089,54";698;SERRA DE ALVOAÇA; ;Licenciado;Covilhã;Castelo Branco;Centro;IDDGEG_CE_1212;IDDGEG_InfraestruturasEnergeticas;"36 432,44";"66 089,536"
"61 781,31";"101 209,94";714;SERRA DO RALO;SERRA DO RALO - VIDEMONTE;Licenciado;Celorico da Beira;Guarda;Centro;IDDGEG_CE_1130;IDDGEG_InfraestruturasEnergeticas;"61 781,306";"101 209,943"
"61 953,84";"101 382,1";714;SERRA DO RALO;SERRA DO RALO - VIDEMONTE;Licenciado;Celorico da Beira;Guarda;Centro;IDDGEG_CE_1129;IDDGEG_InfraestruturasEnergeticas;"61 953,839";"101 382,096"
"62 153,34";"101 591,96";714;SERRA DO RALO;SERRA DO RALO - VIDEMONTE;Licenciado;Celorico da Beira;Guarda;Centro;IDDGEG_CE_1128;IDDGEG_InfraestruturasEnergeticas;"62 153,337";"101 591,961"
"62 218,6";"101 806,58";714;SERRA DO RALO;SERRA DO RALO - VIDEMONTE;Licenciado;Celorico da Beira;Guarda;Centro;IDDGEG_CE_1127;IDDGEG_InfraestruturasEnergeticas;"62 218,598";"101 806,58"
"62 418,65";"102 246,28";714;SERRA DO RALO;SERRA DO RALO - VIDEMONTE;Licenciado;Celorico da Beira;Guarda;Centro;IDDGEG_CE_1125;IDDGEG_InfraestruturasEnergeticas;"62 418,652";"102 246,284"
"62 810,67";"102 842,65";714;SERRA DO RALO;SERRA DO RALO - VIDEMONTE;Licenciado;Celorico da Beira;Guarda;Centro;IDDGEG_CE_1122;IDDGEG_InfraestruturasEnergeticas;"62 810,669";"102 842,649"
"62 299,63";"102 018,36";714;SERRA DO RALO;SERRA DO RALO - VIDEMONTE;Licenciado;Celorico da Beira;Guarda;Centro;IDDGEG_CE_1126;IDDGEG_InfraestruturasEnergeticas;"62 299,626";"102 018,36"
"62 661,66";"102 614,48";714;SERRA DO RALO;SERRA DO RALO - VIDEMONTE;Licenciado;Celorico da Beira;Guarda;Centro;IDDGEG_CE_1123;IDDGEG_InfraestruturasEnergeticas;"62 661,659";"102 614,482"
"62 521,16";"102 447,52";714;SERRA DO RALO;SERRA DO RALO - VIDEMONTE;Licenciado;Celorico da Beira;Guarda;Centro;IDDGEG_CE_1124;IDDGEG_InfraestruturasEnergeticas;"62 521,155";"102 447,521"
"61 118,51";"100 207,97";714;SERRA DO RALO;SERRA DO RALO - VIDEMONTE;Licenciado;Celorico da Beira;Guarda;Centro;IDDGEG_CE_1;IDDGEG_InfraestruturasEnergeticas;"61 118,512";"100 207,966"
"63 246,07";"103 851,55";714-S;SERRA DO RALO;;Em licenciamento;Celorico da Beira;Guarda;Centro;IDDGEG_CE_3606;IDDGEG_InfraestruturasEnergeticas;"63 246,067";"103 851,547"
"63 015,95";"103 587,83";714-S;SERRA DO RALO;;Em licenciamento;Celorico da Beira;Guarda;Centro;IDDGEG_CE_3605;IDDGEG_InfraestruturasEnergeticas;"63 015,955";"103 587,832"
"60 788,67";"99 923,59";714;SERRA DO RALO;SERRA DO RALO - VIDEMONTE;Licenciado;Celorico da Beira;Guarda;Centro;IDDGEG_CE_1136;IDDGEG_InfraestruturasEnergeticas;"60 788,665";"99 923,595"
"60 905,42";"100 061,49";714;SERRA DO RALO;SERRA DO RALO - VIDEMONTE;Licenciado;Celorico da Beira;Guarda;Centro;IDDGEG_CE_1135;IDDGEG_InfraestruturasEnergeticas;"60 905,424";"100 061,49"
"61 225,3";"100 422,9";714;SERRA DO RALO;SERRA DO RALO - VIDEMONTE;Licenciado;Celorico da Beira;Guarda;Centro;IDDGEG_CE_1134;IDDGEG_InfraestruturasEnergeticas;"61 225,301";"100 422,899"
"61 274,04";"100 670,69";714;SERRA DO RALO;SERRA DO RALO - VIDEMONTE;Licenciado;Celorico da Beira;Guarda;Centro;IDDGEG_CE_1133;IDDGEG_InfraestruturasEnergeticas;"61 274,045";"100 670,688"
"61 397,02";"100 880,1";714;SERRA DO RALO;SERRA DO RALO - VIDEMONTE;Licenciado;Celorico da Beira;Guarda;Centro;IDDGEG_CE_1132;IDDGEG_InfraestruturasEnergeticas;"61 397,022";"100 880,103"
"61 573,18";"101 057,43";714;SERRA DO RALO;SERRA DO RALO - VIDEMONTE;Licenciado;Celorico da Beira;Guarda;Centro;IDDGEG_CE_1131;IDDGEG_InfraestruturasEnergeticas;"61 573,176";"101 057,426"
"80 537,48";"104 094,83";1549;SINCELO;;Licenciado;Pinhel;Guarda;Centro;IDDGEG_CE_3503;IDDGEG_InfraestruturasEnergeticas;"80 537,48";"104 094,83"
"80 281";"106 081";1549;SINCELO;;Licenciado;Pinhel;Guarda;Centro;IDDGEG_CE_3499;IDDGEG_InfraestruturasEnergeticas;"80 281";"106 081"
"80 333";"106 709";1549;SINCELO;;Licenciado;Pinhel;Guarda;Centro;IDDGEG_CE_3497;IDDGEG_InfraestruturasEnergeticas;"80 333";"106 709"
"79 958,53";"106 373,32";1549;SINCELO;;Licenciado;Pinhel;Guarda;Centro;IDDGEG_CE_3498;IDDGEG_InfraestruturasEnergeticas;"79 958,534";"106 373,324"
"80 310";"105 685";1549;SINCELO;;Licenciado;Pinhel;Guarda;Centro;IDDGEG_CE_3500;IDDGEG_InfraestruturasEnergeticas;"80 310";"105 685"
"79 947,64";"105 299,56";1549;SINCELO;;Licenciado;Guarda;Guarda;Centro;IDDGEG_CE_3501;IDDGEG_InfraestruturasEnergeticas;"79 947,638";"105 299,556"
"80 463,04";"104 688,59";1549;SINCELO;;Licenciado;Pinhel;Guarda;Centro;IDDGEG_CE_3502;IDDGEG_InfraestruturasEnergeticas;"80 463,043";"104 688,585"
"80 415,58";"103 700,95";1549;SINCELO;;Licenciado;Guarda;Guarda;Centro;IDDGEG_CE_3504;IDDGEG_InfraestruturasEnergeticas;"80 415,58";"103 700,95"
"80 298";"103 136";1549;SINCELO;;Licenciado;Guarda;Guarda;Centro;IDDGEG_CE_3506;IDDGEG_InfraestruturasEnergeticas;"80 298";"103 136"
"80 933,82";"103 307,8";1549;SINCELO;;Licenciado;Guarda;Guarda;Centro;IDDGEG_CE_3505;IDDGEG_InfraestruturasEnergeticas;"80 933,825";"103 307,797"
"81 022,63";"102 736,11";1549;SINCELO;;Licenciado;Guarda;Guarda;Centro;IDDGEG_CE_3507;IDDGEG_InfraestruturasEnergeticas;"81 022,629";"102 736,106"
"75 928";"103 916";1549;SINCELO;;Licenciado;Guarda;Guarda;Centro;IDDGEG_CE_3520;IDDGEG_InfraestruturasEnergeticas;"75 928,003";"103 916,002"
"76 341,01";"104 308,98";1549;SINCELO;;Licenciado;Guarda;Guarda;Centro;IDDGEG_CE_3519;IDDGEG_InfraestruturasEnergeticas;"76 341,008";"104 308,984"
"76 392,89";"104 820,86";1549;SINCELO;;Licenciado;Guarda;Guarda;Centro;IDDGEG_CE_3518;IDDGEG_InfraestruturasEnergeticas;"76 392,888";"104 820,857"
"76 761,11";"105 161,09";1549;SINCELO;;Licenciado;Guarda;Guarda;Centro;IDDGEG_CE_3517;IDDGEG_InfraestruturasEnergeticas;"76 761,112";"105 161,086"
"76 928,08";"105 481,97";1549;SINCELO;;Licenciado;Guarda;Guarda;Centro;IDDGEG_CE_3516;IDDGEG_InfraestruturasEnergeticas;"76 928,081";"105 481,97"
"76 799,73";"105 848,96";1549;SINCELO;;Licenciado;Guarda;Guarda;Centro;IDDGEG_CE_3515;IDDGEG_InfraestruturasEnergeticas;"76 799,732";"105 848,956"
"77 198,14";"106 648,52";1549;SINCELO;;Licenciado;Guarda;Guarda;Centro;IDDGEG_CE_3514;IDDGEG_InfraestruturasEnergeticas;"77 198,145";"106 648,516"
"77 401,06";"106 962,99";1549;SINCELO;;Licenciado;Guarda;Guarda;Centro;IDDGEG_CE_3513;IDDGEG_InfraestruturasEnergeticas;"77 401,063";"106 962,986"
"77 488,09";"107 359,98";1549;SINCELO;;Licenciado;Guarda;Guarda;Centro;IDDGEG_CE_3512;IDDGEG_InfraestruturasEnergeticas;"77 488,09";"107 359,978"
"78 128";"107 937";1549;SINCELO;;Licenciado;Guarda;Guarda;Centro;IDDGEG_CE_3511;IDDGEG_InfraestruturasEnergeticas;"78 128,005";"107 936,996"
"78 246,06";"108 273,94";1549;SINCELO;;Licenciado;Guarda;Guarda;Centro;IDDGEG_CE_3510;IDDGEG_InfraestruturasEnergeticas;"78 246,065";"108 273,944"
"82 393";"71 131";686;TERREIRO DAS BRUXAS;<Null>;Em licenciamento;Sabugal;Guarda;Centro;IDDGEG_CE_1144;IDDGEG_InfraestruturasEnergeticas;"82 393";"71 131"
"-58 216,78";"73 019,24";1067;TOCHA; ;Em licenciamento;Cantanhede;Coimbra;Centro;IDDGEG_CE_2320;IDDGEG_InfraestruturasEnergeticas;"-58 216,781";"73 019,242"
"-58 735,47";"72 326,43";1067;TOCHA; ;Em licenciamento;Cantanhede;Coimbra;Centro;IDDGEG_CE_2321;IDDGEG_InfraestruturasEnergeticas;"-58 735,472";"72 326,429"
"-57 887,79";"72 426,21";1067;TOCHA; ;Em licenciamento;Cantanhede;Coimbra;Centro;IDDGEG_CE_2322;IDDGEG_InfraestruturasEnergeticas;"-57 887,789";"72 426,212"
"-57 611,92";"73 105,67";1067;TOCHA; ;Em licenciamento;Cantanhede;Coimbra;Centro;IDDGEG_CE_2324;IDDGEG_InfraestruturasEnergeticas;"-57 611,921";"73 105,671"
"-58 225,67";"71 918,32";1067;TOCHA; ;Em licenciamento;Cantanhede;Coimbra;Centro;IDDGEG_CE_2323;IDDGEG_InfraestruturasEnergeticas;"-58 225,671";"71 918,325"
"-57 547,5";"77 987,69";1614;TOCHA II;;Licenciado;Cantanhede;Coimbra;Centro;IDDGEG_CE_3533;IDDGEG_InfraestruturasEnergeticas;"-57 547,503";"77 987,686"
"-55 851,93";"79 318,97";1614;TOCHA II;;Licenciado;Cantanhede;Coimbra;Centro;IDDGEG_CE_3536;IDDGEG_InfraestruturasEnergeticas;"-55 851,926";"79 318,975"
"-56 412,1";"79 470,5";1614;TOCHA II;;Licenciado;Cantanhede;Coimbra;Centro;IDDGEG_CE_3535;IDDGEG_InfraestruturasEnergeticas;"-56 412,103";"79 470,503"
"-57 265,62";"78 800,47";1614;TOCHA II;;Licenciado;Cantanhede;Coimbra;Centro;IDDGEG_CE_3534;IDDGEG_InfraestruturasEnergeticas;"-57 265,624";"78 800,474"
"-58 563,8";"75 059,06";1614;TOCHA II;;Licenciado;Cantanhede;Coimbra;Centro;IDDGEG_CE_3530;IDDGEG_InfraestruturasEnergeticas;"-58 563,797";"75 059,062"
"-58 059,26";"76 514,03";1614;TOCHA II;;Licenciado;Cantanhede;Coimbra;Centro;IDDGEG_CE_3531;IDDGEG_InfraestruturasEnergeticas;"-58 059,265";"76 514,032"
"-57 796,77";"77 269,76";1614;TOCHA II;;Licenciado;Cantanhede;Coimbra;Centro;IDDGEG_CE_3532;IDDGEG_InfraestruturasEnergeticas;"-57 796,768";"77 269,763"
"-58 310,9";"75 786,26";1614;TOCHA II;;Licenciado;Cantanhede;Coimbra;Centro;IDDGEG_CE_3538;IDDGEG_InfraestruturasEnergeticas;"-58 310,903";"75 786,262"
"-56 971,54";"79 622,65";1614;TOCHA II;;Licenciado;Cantanhede;Coimbra;Centro;IDDGEG_CE_3537;IDDGEG_InfraestruturasEnergeticas;"-56 971,544";"79 622,647"
"62 457,32";"131 155,92";795;TRANCOSO;TRANCOSO (LAGAR/PINGULINHA);Licenciado;Trancoso;Guarda;Centro;IDDGEG_CE_974;IDDGEG_InfraestruturasEnergeticas;"62 457,324";"131 155,919"
"62 280,27";"131 366";795;TRANCOSO;TRANCOSO (LAGAR/PINGULINHA);Licenciado;Trancoso;Guarda;Centro;IDDGEG_CE_395;IDDGEG_InfraestruturasEnergeticas;"62 280,27";"131 366"
"62 329,17";"130 918,66";795;TRANCOSO;TRANCOSO (LAGAR/PINGULINHA);Licenciado;Trancoso;Guarda;Centro;IDDGEG_CE_396;IDDGEG_InfraestruturasEnergeticas;"62 329,172";"130 918,663"
"70 024,74";"91 616,36";1333;VALE DE ESTRELA;;Licenciado;Guarda;Guarda;Centro;IDDGEG_CE_3162;IDDGEG_InfraestruturasEnergeticas;"70 024,736";"91 616,364"
"71 258,73";"91 518,39";1333;VALE DE ESTRELA;;Licenciado;Guarda;Guarda;Centro;IDDGEG_CE_3166;IDDGEG_InfraestruturasEnergeticas;"71 258,73";"91 518,388"
"70 926,73";"91 388,38";1333;VALE DE ESTRELA;;Licenciado;Guarda;Guarda;Centro;IDDGEG_CE_3167;IDDGEG_InfraestruturasEnergeticas;"70 926,734";"91 388,382"
"70 429,73";"92 011,37";1333;VALE DE ESTRELA;;Licenciado;Guarda;Guarda;Centro;IDDGEG_CE_3168;IDDGEG_InfraestruturasEnergeticas;"70 429,726";"92 011,369"
"69 124,74";"91 874,34";1333;VALE DE ESTRELA;;Licenciado;Guarda;Guarda;Centro;IDDGEG_CE_3163;IDDGEG_InfraestruturasEnergeticas;"69 124,737";"91 874,345"
"68 913,74";"91 694,34";1333;VALE DE ESTRELA;;Licenciado;Guarda;Guarda;Centro;IDDGEG_CE_3164;IDDGEG_InfraestruturasEnergeticas;"68 913,742";"91 694,342"
"68 561,75";"91 192,34";1333;VALE DE ESTRELA;;Licenciado;Guarda;Guarda;Centro;IDDGEG_CE_3160;IDDGEG_InfraestruturasEnergeticas;"68 561,754";"91 192,339"
"68 420,76";"90 913,34";1333;VALE DE ESTRELA;;Licenciado;Guarda;Guarda;Centro;IDDGEG_CE_3158;IDDGEG_InfraestruturasEnergeticas;"68 420,76";"90 913,338"
"68 813,75";"91 438,34";1333;VALE DE ESTRELA;;Licenciado;Guarda;Guarda;Centro;IDDGEG_CE_3159;IDDGEG_InfraestruturasEnergeticas;"68 813,747";"91 438,342"
"71 407,72";"91 930,39";1333;VALE DE ESTRELA;;Licenciado;Guarda;Guarda;Centro;IDDGEG_CE_3165;IDDGEG_InfraestruturasEnergeticas;"71 407,721";"91 930,388"
"70 189,73";"91 851,37";1333;VALE DE ESTRELA;;Licenciado;Guarda;Guarda;Centro;IDDGEG_CE_3161;IDDGEG_InfraestruturasEnergeticas;"70 189,73";"91 851,365"
